"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3266","@login - Verificación de inicio de sesion con usuario existente pero contraseña incorrecta","webkit","2026-05-09","passed","2026-05-09","","Login","",""
"","4698","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Experiencia","webkit","2026-05-09","failed","2026-05-09","","Projects","",""
"","3313","@experiences - Validar que se pueda navegar hasta la ultima pagina","chromium","2026-05-09","passed","2026-05-09","","Experiences","",""
"","4424","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Estado","webkit","2026-05-09","passed","2026-05-09","","Requests","",""
"","5318","@vendors - Validar que la tabla de proveedores pueda ser filtrada por Phone","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","5451","@projects - Validar que la tabla de Proyectos pueda ser filtrada por nombre de PM","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","4307","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Tipo","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","3767","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Presupuesto","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","4083","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Lugar de Salida","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","21974","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Dia de Creación","firefox","2026-05-09","failed","2026-05-09","","Requests","",""
"","3697","@Hosts - Validar que la tabla de proveedores pueda ser filtrada por Servicios","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4305","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por Email","webkit","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","1662","@vendors - Validar que la tabla de usuarios de Proveedores tenga al menos un registro","webkit","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4809","@login - Verificación de inicio de sesion con usuario inexistente/invalido","chromium","2026-05-09","passed","2026-05-09","","Login","",""
"","7460","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Nombre de Proyecto","firefox","2026-05-09","failed","2026-05-09","","Projects","",""
"","3914","@login - Verificación de inicio de sesion con usuario existente","firefox","2026-05-09","passed","2026-05-09","","Login","",""
"","3153","@trip_users - Validar que la tabla contenga los encabezados correctos","firefox","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","4827","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Nombre de Proyecto","chromium","2026-05-09","failed","2026-05-09","","Projects","",""
"","4955","@projects - Validar que la tabla de Proyectos pueda ser filtrada por MC Person","firefox","2026-05-09","passed","2026-05-09","","Projects","",""
"","6668","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Lugar de Salida","firefox","2026-05-09","passed","2026-05-09","","Projects","",""
"","3687","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Canal de Solicitud","chromium","2026-05-09","passed","2026-05-09","","Requests","",""
"","4329","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por ID","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","4551","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Equipajes/paquetes","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","3843","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Presupuesto","chromium","2026-05-09","passed","2026-05-09","","Requests","",""
"","5025","@experiences - Validar que la tabla de experiencias pueda ser filtrada por Valor inicial","firefox","2026-05-09","passed","2026-05-09","","Experiences","",""
"","4167","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Experiencia","webkit","2026-05-09","failed","2026-05-09","","Requests","",""
"","4872","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por ID","chromium","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","4575","@projects - Validar que la tabla de Proyectos pueda ser filtrada por ID","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","4551","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Budget","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","2429","@requests - Validar que se pueda navegar a la siguiente pagina","webkit","2026-05-09","passed","2026-05-09","","Requests","",""
"","5822","@Hosts - Validar que la tabla de proveedores pueda ser filtrada por Email","firefox","2026-05-09","passed","2026-05-09","","Vendors","",""
"","3960","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por telefono","chromium","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","5080","@experiences - Validar que la tabla de experiencias pueda ser filtrada por el estado de la Experiencia","chromium","2026-05-09","passed","2026-05-09","","Experiences","",""
"","1210","@vendors - Validar que la tabla de usuarios de Proveedores tenga al menos un registro","firefox","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4729","@experiences - Validar que se pueda navegar hasta la ultima pagina","webkit","2026-05-09","passed","2026-05-09","","Experiences","",""
"","7025","@projects - Validar que el contador de paginas se actualice al modificar el numero de elementos mostrados por pagina","firefox","2026-05-09","passed","2026-05-09","","Projects","",""
"","4115","@Hosts - Validar que se pueda navegar a la siguiente pagina","webkit","2026-05-09","passed","2026-05-09","","Vendors","",""
"","5178","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por Pais","firefox","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","4988","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Nombre de Proyecto","webkit","2026-05-09","failed","2026-05-09","","Projects","",""
"","2785","@vendors - Validar que se pueda navegar a la siguiente pagina","webkit","2026-05-09","failed","2026-05-09","","Vendors","",""
"","5784","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por ID","firefox","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","4858","@vendors - Verificación del flujo de Creación de un Proveedor nuevo","firefox","2026-05-09","passed","2026-05-09","","Vendors","",""
"","2968","@projects - Validar que la tabla de Proyectos tenga al menos un registro","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","3782","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Email","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","4217","@projects - Validar que se pueda navegar a la siguiente pagina","firefox","2026-05-09","passed","2026-05-09","","Projects","",""
"","4243","@projects - Validar que la tabla de Proyectos pueda ser filtrada por ID","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","5312","@Hosts - Validar que la tabla de proveedores pueda ser filtrada por Email","webkit","2026-05-09","passed","2026-05-09","","Vendors","",""
"","7725","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Destino","firefox","2026-05-09","failed","2026-05-09","","Projects","",""
"","4044","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Paquetes/equipaje","webkit","2026-05-09","passed","2026-05-09","","Requests","",""
"","3772","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Telefono","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","16033","@vendors - Validar que la tabla de proveedores pueda ser filtrada por Dia de Creación","firefox","2026-05-09","failed","2026-05-09","","Vendors","",""
"","15300","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Dia de Creación","webkit","2026-05-09","failed","2026-05-09","","Requests","",""
"","3716","@requests - Validar que el contador de paginas se actualice al modificar el numero de elementos mostrados por pagina","webkit","2026-05-09","passed","2026-05-09","","Requests","",""
"","3981","@vendors - Validar que la tabla de proveedores pueda ser filtrada por Email","firefox","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4086","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por Identificación","webkit","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","3236","@requests - Validar que se pueda navegar hasta la ultima pagina y de regreso a la primera","webkit","2026-05-09","passed","2026-05-09","","Requests","",""
"","5450","@projects - Validar que la tabla de Proyectos pueda ser filtrada por ID","firefox","2026-05-09","passed","2026-05-09","","Projects","",""
"","5001","@experiences - Validar que la tabla de experiencias pueda ser filtrada por Destino","firefox","2026-05-09","passed","2026-05-09","","Experiences","",""
"","2851","@projects - Validar que la tabla contenga los encabezados correctos","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","8773","@Hosts - Verificación del flujo de Creación de un Proveedor nuevo","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4657","@vendors - Validar que el contador de paginas se actualice al modificar el numero de elementos mostrados por pagina","webkit","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4355","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por telefono","webkit","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","2037","@projects - Validar que la tabla contenga los encabezados correctos","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","3933","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por ID","webkit","2026-05-09","passed","2026-05-09","","Requests","",""
"","4186","@projects - Validar que la tabla de Proyectos pueda ser filtrada por PO Quantity","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","3944","@Hosts - Validar que el contador de paginas se actualice al modificar el numero de elementos mostrados por pagina","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4369","@experiences - Validar que se pueda navegar a la siguiente pagina","firefox","2026-05-09","passed","2026-05-09","","Experiences","",""
"","3852","@Hosts - Validar que la tabla de proveedores pueda ser filtrada por Status","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","300869","@requests - Validar el flujo de Creación de una nueva Solicitud (Request)","webkit","2026-05-09","broken","2026-05-09","","Requests","",""
"","2885","@projects - Validar que la tabla contenga los encabezados correctos","firefox","2026-05-09","passed","2026-05-09","","Projects","",""
"","4035","@experiences - Validar que se pueda navegar hasta la ultima pagina y de regreso a la primera","chromium","2026-05-09","passed","2026-05-09","","Experiences","",""
"","2393","@vendors - Validar que la tabla de usuarios de Proveedores tenga al menos un registro","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","3732","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por tipo de Viaje","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","1855","@trip_users - Validar que la tabla de usuarios de Viajes tenga al menos un usuario","webkit","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","1881","@Dashboard - La vista debe mostrar todas las métricas principales","firefox","2026-05-09","passed","2026-05-09","","Dashboard","",""
"","0","@experiences - Verificación del flujo de Edición de una Experiencia","webkit","2026-05-09","skipped","2026-05-09","","modules/experiences/experiences.spec.js","",""
"","2339","@vendors - Validar que se pueda navegar hasta la ultima pagina y de regreso a la primera","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4641","@experiences - Validar que la tabla de experiencias pueda ser filtrada por Destino","chromium","2026-05-09","passed","2026-05-09","","Experiences","",""
"","4225","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por Email","chromium","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","5839","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Budget","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","3155","@projects - Validar que se pueda navegar hasta la ultima pagina y de regreso a la primera","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","4185","@Dashboard - Debe mostrar al menos una transacción en la tabla de transacciones","webkit","2026-05-09","passed","2026-05-09","","Dashboard","",""
"","4791","@projects - Validar que el contador de paginas se actualice al modificar el numero de elementos mostrados por pagina","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","3418","@requests - Validar que la tabla contenga los encabezados correctos","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","4142","@experiences - Validar que se pueda navegar a la siguiente pagina","webkit","2026-05-09","passed","2026-05-09","","Experiences","",""
"","3621","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Nombre de Contacto","chromium","2026-05-09","passed","2026-05-09","","Requests","",""
"","4400","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Alimentación","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","22160","@Hosts - Validar que la tabla de proveedores pueda ser filtrada por Dia de Creación","firefox","2026-05-09","failed","2026-05-09","","Vendors","",""
"","4705","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Departamento","firefox","2026-05-09","passed","2026-05-09","","Projects","",""
"","5539","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Destino","webkit","2026-05-09","failed","2026-05-09","","Projects","",""
"","4994","@projects - Validar que la tabla de Proyectos pueda ser filtrada por MC Person","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","4339","@projects - Validar que se pueda navegar a la siguiente pagina","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","3182","@projects - Validar que la tabla de Proyectos tenga al menos un registro","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","2806","@Hosts - Validar que la tabla contenga los encabezados correctos","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","3675","@login - Verificación de mensajes para valores requeridos (Email)","webkit","2026-05-09","passed","2026-05-09","","Login","",""
"","0","@Hosts - Verificación del flujo de Edición de un Proveedor","firefox","2026-05-09","skipped","2026-05-09","","modules/hosts/hosts.spec.js","",""
"","4024","@vendors - Validar que la tabla de proveedores pueda ser filtrada por Email","webkit","2026-05-09","passed","2026-05-09","","Vendors","",""
"","0","@Hosts - Verificación del flujo de Edición de un Proveedor","chromium","2026-05-09","skipped","2026-05-09","","modules/hosts/hosts.spec.js","",""
"","6561","@experiences - Validar que la tabla de experiencias pueda ser filtrada por ID","firefox","2026-05-09","passed","2026-05-09","","Experiences","",""
"","3592","@vendors - Validar que la tabla contenga los encabezados correctos","firefox","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4227","@vendors - Verificación del flujo de Edición de un Proveedor","webkit","2026-05-09","failed","2026-05-09","","Vendors","",""
"","3672","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Departamento","chromium","2026-05-09","passed","2026-05-09","","Requests","",""
"","3826","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Experiencia","chromium","2026-05-09","failed","2026-05-09","","Requests","",""
"","2281","@Hosts - Validar que la tabla de usuarios de Proveedores tenga al menos un registro","chromium","2026-05-09","passed","2026-05-09","","Vendors","",""
"","6105","@requests - Validar que el contador de paginas se actualice al modificar el numero de elementos mostrados por pagina","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","4873","@requests - Validar que se pueda navegar hasta la ultima pagina y de regreso a la primera","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","2568","@login - Verificación de mensajes para valores requeridos (Password)","webkit","2026-05-09","passed","2026-05-09","","Login","",""
"","4205","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Equipajes/paquetes","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","4133","@experiences - Validar que la tabla de experiencias pueda ser filtrada por Nombre de Experiencia","webkit","2026-05-09","passed","2026-05-09","","Experiences","",""
"","5266","@trip_users - Validar que la tabla de de Usuarios de Viaje pueda ser filtrada por telefono","firefox","2026-05-09","passed","2026-05-09","","Trip_users","",""
"","6616","@vendors - Validar que se pueda navegar hasta la ultima pagina y de regreso a la primera","firefox","2026-05-09","passed","2026-05-09","","Vendors","",""
"","5060","@Hosts - Validar que la tabla de proveedores pueda ser filtrada por ID","firefox","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4740","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Duración","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","3953","@vendors - Validar que la tabla de proveedores pueda ser filtrada por Location","webkit","2026-05-09","failed","2026-05-09","","Vendors","",""
"","6524","@experiences - Validar que la tabla de Experiencias tenga al menos un registro","webkit","2026-05-09","passed","2026-05-09","","Experiences","",""
"","4950","@Hosts - Validar que la tabla de proveedores pueda ser filtrada por Proveedor","webkit","2026-05-09","failed","2026-05-09","","Vendors","",""
"","4682","@login - Verificación de inicio de sesion con usuario existente","chromium","2026-05-09","passed","2026-05-09","","Login","",""
"","4645","@projects - Validar que la tabla de Proyectos pueda ser filtrada por MC Person","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","3921","@vendors - Validar que la tabla de proveedores pueda ser filtrada por Phone","webkit","2026-05-09","passed","2026-05-09","","Vendors","",""
"","4571","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Lugar de Salida","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","5096","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Destino","firefox","2026-05-09","failed","2026-05-09","","Requests","",""
"","3547","@login - Verificación de inicio de sesion con usuario inexistente/invalido","firefox","2026-05-09","passed","2026-05-09","","Login","",""
"","4597","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Duración","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","4141","@projects - Validar que la tabla de Proyectos pueda ser filtrada por nombre de PM","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","2653","@requests - Validar que la tabla contenga los encabezados correctos","chromium","2026-05-09","passed","2026-05-09","","Requests","",""
"","5950","@projects - Validar que el contador de paginas se actualice al modificar el numero de elementos mostrados por pagina","chromium","2026-05-09","passed","2026-05-09","","Projects","",""
"","24327","@experiences - Validar que la tabla de experiencias pueda ser filtrada por Dia de Creación","firefox","2026-05-09","passed","2026-05-09","","Experiences","",""
"","4170","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Lugar de Salida","webkit","2026-05-09","passed","2026-05-09","","Requests","",""
"","2975","@login - Verificación de mensajes para valores requeridos (Email)","firefox","2026-05-09","passed","2026-05-09","","Login","",""
"","8373","@login - Verificación de inicio de sesion con usuario existente","webkit","2026-05-09","passed","2026-05-09","","Login","",""
"","17770","@experiences - Validar que la tabla de experiencias pueda ser filtrada por Dia de Creación","chromium","2026-05-09","passed","2026-05-09","","Experiences","",""
"","4833","@projects - Validar que la tabla de Proyectos pueda ser filtrada por Departamento","webkit","2026-05-09","passed","2026-05-09","","Projects","",""
"","4324","@requests - Validar que la tabla de Solicitudes pueda ser filtrada por Estado","firefox","2026-05-09","passed","2026-05-09","","Requests","",""
"","313998","@requests - Validar el flujo de Edición de una Solicitud (Request) Existente","chromium","2026-05-09","broken","2026-05-09","","Requests","",""
"","4085","@vendors - Validar que la tabla de proveedores pueda ser filtrada por ID","webkit","2026-05-09","passed","2026-05-09","","Vendors","",""
"","1484","@Hosts - Validar que la tabla de usuarios de Proveedores tenga al menos un registro","webkit","2026-05-09","passed","2026-05-09","","Vendors","",""
